Themeswar	I-PER	B-PER
:	O	O
"
"	O	O
Stellarium	O	O
coronae	O	O
"Beatae
"	O	O
Virginis	O	B-PER
"Mariae.
"	O	O
—	O	O
Strasbourg	B-LOC	B-LOC
1490	B-DATE	B-DATE
,	O	O
"in-fol.
"	O	O
"
"	O	O
Hain	O	B-PER
"12565.
"	O	O
"560
"	O	O
"
"	O	O
PELBARTUS	B-PER	B-PER
de	I-PER	O
Themeswar	I-PER	B-PER
:	O	O
Stellarium	O	O
coronae	O	O
B.	O	O
V.	O	O
Mariae.	O	O
"—
"	O	O
Haguenau	B-LOC	B-PER
,	O	O
H.	B-PER	O
Gran	I-PER	B-PER
1498	B-DATE	B-DATE
,	O	O
"in-fol.
"	O	O
"
"	O	O
Hain	O	B-PER
"12566.
"	O	O
"561
"	O	O
"
"	O	O
PELBARTUS	B-PER	B-PER
DE	I-PER	O
THEMESWAR	I-PER	B-PER
:	O	O
Sermones	O	O
Pomerii.	O	O
"—
"	O	O
Haguenau	B-LOC	B-PER
,	O	O
Henri	B-PER	B-PER
Gran	I-PER	I-PER
pour	O	O
Rynman	B-PER	O
,	O	O
8	B-DATE	O
juin	I-DATE	O
1500	I-DATE	B-DATE
",
"	O	O
"in-fol.
"	O	O
"
"	O	O
Hain	O	B-PER
12556,	O	O
Walter	O	B-PER
n°	O	O
361;	O	O
Voulliéme	O	O
:	O	O
Berlin	O	B-PER
1185;	O	O
Burg	O	B-PER
"27.
"	O	O
"562
"	O	O
"
"	O	O
"
"	O	O
"
"	O	O
SCHWENCKFELD,	B-PER	O
Caspar	I-PER	B-PER
:	O	O
Bekantnuss	O	O
vom	O	B-PER
H.	O	O
Sacrament	O	O
"des
"	O	O
leibs	O	O
unnd	O	O
bluts	O	O
Christi,	O	O
auff	O	O
frag	O	O
und	O	O
antwort	O	O
gestellet...	O	O
"
"	O	O
—	O	O
Strasbourg	B-LOC	B-LOC
(	O	O
Hans	B-PER	B-PER
Schweintzer	I-PER	O
1530	B-DATE	B-DATE
),	O	O
"in-8°.
"	O	O
"
"	O	O
Wackernagel	O	B-PER
364,	O	O
"7.
"	O	O
"3206
"	O	O
"
"	O	O
SCHWENCKFELD,	B-PER	O
Caspar	I-PER	B-PER
:	O	O
Summarium.	O	O
—	O	O
Haguenau	B-LOC	B-PER
",
"	O	O
Valentin	B-PER	B-PER
Kobian	I-PER	I-PER
1535	B-DATE	B-DATE
".
"	O	O
"
"	O	O
Ritter,	O	O
Hist.	O	B-PER
impr.	O	I-PER
app.	O	O
"459.
"	O	O
"3027
"	O	O
"
"	O	O
SCHWENCKFELD,	B-PER	O
Caspar	I-PER	B-PER
:	O	O
Von	O	B-PER
erbawung	O	O
des	O	O
gewissens	O	O
"und
"	O	O
zunemen	O	O
des	O	O
glaubens	O	O
und	O	O
eines	O	O
gottsäligen	O	O
"christlichen
"	O	O
lebens.	O	O
—	O	O
Strasbourg	B-LOC	B-LOC
1534	B-DATE	B-DATE
,	O	O
"in-4°.
"	O	O
"
"	O	O
Graesse	O	B-PER
VI,	O	O
p.	O	O
"323.
"	O	O
"3208
"	O	O
"
"	O	O
SCHWENCKFELD,	B-PER	O
C.	I-PER	O
Voir	O	O
aussi:	O	B-PER
SPECKER,	B-PER	O
Melch.	I-PER	O
,	O	O
n°	O	O
"3259.
"	O	O
(RITTER,	O	O
Rép.	O	O
n°	O	O
"2105/6).
"	O	O
"
"	O	O
"
"	O	O
SCRIPTUM:	O	O
collocutorum	O	O
Augustanae	O	O
Confessionis,	O	O
qui	O	O
"in
"	O	O
urbe	O	O
Vangiorum	O	O
(Worms)	O	O
fuerunt,	O	O
donec	O	O
"adversarii
"	O	O
colloquium	O	O
abrupuerunt	O	O
anno	O	B-DATE
"1557.
"	O	O
—	O	O
Strasbourg	B-LOC	B-LOC
",
"	O	O
Samuel	B-PER	B-PER
Emmel	I-PER	I-PER
1557	B-DATE	B-DATE
,	O	O
"in-8°.
"	O	O
"
"	O	O
Schottenloher	O	B-PER
"41.420.
"	O	O
"3209
"	O	O
"
"	O	O
SEBASTIANUS,	B-PER	O
Claudius	I-PER	B-PER
Metensis	I-PER	O
:	O	O
"
"	O	O
Bellum	O	O
musicale	O	O
"inter
"	O	O
plani	O	O
et	O	O
mensuralis	O	O
cantus	O	O
reges,	O	O
de	O	O
"principatu
"	O	O
in	O	O
musicae	O	O
provincia	O	O
obtinendo,	O	O
"contendentes.
"	O	O
"—
"	O	O
Strasbourg	B-LOC	B-LOC
,	O	O
Paulus	B-PER	B-PER
Machaeropoeus	I-PER	O
1563	B-DATE	B-DATE
,	O	O
"in-40.
"	O	O
"
"	O	O
Graesse	O	B-PER
VI,	O	O
p.	O	O
337;	O	O
Rosenthal	O	B-PER
(	O	O
Munich	B-LOC	B-PER
),	O	O
Catal.	O	O
135	O	O
"(1914),
"	O	O
n°	O	O
2174:	O	O
100	O	O
"M.
"	O	O
"3210
"	O	O
"
"	O	O
SEBITZ,	B-PER	O
Melchior	I-PER	B-PER
.	O	O
Voir	O	O
:	O	O
BocK,	B-PER	O
Hieronymus	I-PER	B-PER
,	O	O
Kräuterbuch	O	O
",
"	O	O
n°	O	O
"1023.
"	O	O
"
"	O	O
(	O	O
SECER,	B-PER	O
Johannes	I-PER	B-PER
)	O	O
:	O	O
"
"	O	O
Contenta.	O	O
De	O	O
literis	O	O
Graecis	O	O
ac	O	O
"Dipth¬
"	O	O
tongis	O	O
"(sic)...
"	O	O
—	O	O
Haguenau	B-LOC	B-PER
,	O	O
Thomas	B-PER	B-PER
Anshelm	I-PER	I-PER
s.	B-DATE	O
d.	I-DATE	O
,	O	O
"in-40.
"	O	O
"
"	O	O
B	O	O
U	O	O
Paris	B-LOC	B-PER
(Réserve	O	O
851),	O	O
Beaulieux	B-LOC	B-PER
,	O	O
p.	O	O
"267.
"	O	O
"3211
"	O	O
"
"	O	O
"464
"	O	O
"
"	O	O
"
"	O	O
SCHWENCKFELD,	B-PER	O
Caspar	I-PER	B-PER
:	O	O
Bekantnuss	O	O
vom	O	B-PER
H.	O	O
Sacrament	O	O
"des
"	O	O
leibs	O	O
unnd	O	O
bluts	O	O
Christi,	O	O
auff	O	O
frag	O	O
und	O	O
antwort	O	O
gestellet...	O	O
"
"	O	O
—	O	O
Strasbourg	B-LOC	B-LOC
(	O	O
Hans	B-PER	B-PER
Schweintzer	I-PER	O
1530	B-DATE	B-DATE
),	O	O
"in-8°.
"	O	O
"
"	O	O
Wackernagel	O	B-PER
364,	O	O
"7.
"	O	O
"3206
"	O	O
"
"	O	O
SCHWENCKFELD,	B-PER	O
Caspar	I-PER	B-PER
:	O	O
Summarium.	O	O
—	O	O
Haguenau	B-LOC	B-PER
",
"	O	O
Valentin	B-PER	B-PER
Kobian	I-PER	I-PER
1535	B-DATE	B-DATE
".
"	O	O
"
"	O	O
Ritter,	O	O
Hist.	O	B-PER
impr.	O	I-PER
app.	O	O
"459.
"	O	O
"3027
"	O	O
"
"	O	O
SCHWENCKFELD,	B-PER	O
Caspar	I-PER	B-PER
:	O	O
Von	O	B-PER
erbawung	O	O
des	O	O
gewissens	O	O
"und
"	O	O
zunemen	O	O
des	O	O
glaubens	O	O
und	O	O
eines	O	O
gottsäligen	O	O
"christlichen
"	O	O
lebens.	O	O
—	O	O
Strasbourg	B-LOC	B-LOC
1534	B-DATE	B-DATE
,	O	O
"in-4°.
"	O	O
"
"	O	O
Graesse	O	B-PER
VI,	O	O
p.	O	O
"323.
"	O	O
"3208
"	O	O
"
"	O	O
SCHWENCKFELD,	B-PER	O
C.	I-PER	O
Voir	O	O
aussi:	O	B-PER
SPECKER,	B-PER	O
Melch.	I-PER	O
,	O	O
n°	O	O
"3259.
"	O	O
(RITTER,	O	O
Rép.	O	O
n°	O	O
"2105/6).
"	O	O
"
"	O	O
"
"	O	O
SCRIPTUM:	O	O
collocutorum	O	O
Augustanae	O	O
Confessionis,	O	O
qui	O	O
"in
"	O	O
urbe	O	O
Vangiorum	O	O
(Worms)	O	O
fuerunt,	O	O
donec	O	O
"adversarii
"	O	O
colloquium	O	O
abrupuerunt	O	O
anno	O	B-DATE
"1557.
"	O	O
—	O	O
Strasbourg	B-LOC	B-LOC
",
"	O	O
Samuel	B-PER	B-PER
Emmel	I-PER	I-PER
1557	B-DATE	B-DATE
,	O	O
"in-8°.
"	O	O
"
"	O	O
Schottenloher	O	B-PER
"41.420.
"	O	O
"3209
"	O	O
"
"	O	O
SEBASTIANUS,	B-PER	O
Claudius	I-PER	B-PER
Metensis	I-PER	O
:	O	O
"
"	O	O
Bellum	O	O
musicale	O	O
"inter
"	O	O
plani	O	O
et	O	O
mensuralis	O	O
cantus	O	O
reges,	O	O
de	O	O
"principatu
"	O	O
in	O	O
musicae	O	O
provincia	O	O
obtinendo,	O	O
"contendentes.
"	O	O
"—
"	O	O
Strasbourg	B-LOC	B-LOC
,	O	O
Paulus	B-PER	B-PER
Machaeropoeus	I-PER	O
1563	B-DATE	B-DATE
,	O	O
"in-40.
"	O	O
"
"	O	O
Graesse	O	B-PER
VI,	O	O
p.	O	O
337;	O	O
Rosenthal	O	B-PER
(	O	O
Munich	B-LOC	B-PER
),	O	O
Catal.	O	O
135	O	O
"(1914),
"	O	O
n°	O	O
2174:	O	O
100	O	O
"M.
"	O	O
"3210
"	O	O
"
"	O	O
SEBITZ,	B-PER	O
Melchior	I-PER	B-PER
.	O	O
Voir	O	O
:	O	O
BocK,	B-PER	O
Hieronymus	I-PER	B-PER
,	O	O
Kräuterbuch	O	O
",
"	O	O
n°	O	O
"1023.
"	O	O
"
"	O	O
(	O	O
SECER,	B-PER	O
Johannes	I-PER	B-PER
)	O	O
:	O	O
"
"	O	O
Contenta.	O	O
De	O	O
literis	O	O
Graecis	O	O
ac	O	O
"Dipth¬
"	O	O
tongis	O	O
"(sic)...
"	O	O
—	O	O
Haguenau	B-LOC	B-PER
,	O	O
Thomas	B-PER	B-PER
Anshelm	I-PER	I-PER
s.	B-DATE	O
d.	I-DATE	O
,	O	O
"in-40.
"	O	O
"
"	O	O
B	O	O
U	O	O
Paris	B-LOC	B-PER
(Réserve	O	O
851),	O	O
Beaulieux	B-LOC	B-PER
,	O	O
p.	O	O
"267.
"	O	O
"3211
"	O	O
"
"	O	O
"
"	O	O
"
"	O	O
"
"	O	O
Reuchlin	B-PER	B-PER
ex	O	O
urbe	O	O
Roma	B-LOC	O
allata,	O	O
idque	O	O
paucis	O	O
ab	O	O
"hinc
"	O	O
diebus.	O	O
—	O	O
(	O	O
"
"	O	O
Haguenau	B-LOC	B-PER
"
"	O	O
"
"	O	O
Thomas	B-PER	B-PER
Anshelm	I-PER	I-PER
Thomas	B-PER	I-PER
Anshelm	I-PER	I-PER
",
"	O	O
après	B-DATE	O
"mai
"	I-DATE	O
1518	I-DATE	B-DATE
après	B-DATE	O
"mai
"	I-DATE	O
1518	I-DATE	B-DATE
),	O	O
"in-4°.
"	O	O
"
"	O	O
Panzer	O	B-PER
VII	O	I-PER
422.112;	O	O
Neufforge	O	O
p.	O	O
376,	O	O
Benzing	O	B-PER
:	O	O
"Hutten,
"	O	O
n°	O	O
61:	O	O
B	O	O
N	O	O
Strasbourg	B-LOC	B-LOC
(oublié	O	O
au	O	O
Rép.),	O	O
B	O	O
N	O	O
Vienne	B-LOC	B-PER
,	O	O
"Steinfeld
"	O	O
"(Schlüchtern).
"	O	O
"1557a
"	O	O
"
"	O	O
"
"	O	O
"
"	O	O
EPPENDORF,	B-PER	O
Henricus	I-PER	B-PER
EPPENDORF	O	I-PER
,	O	O
Henricus	I-PER	B-PER
:	O	O
"
"	O	O
Ad	O	O
D.	B-PER	O
Erasmi	I-PER	O
Roterodami	I-PER	O
"libellum,
"	O	O
cui	O	O
titulus,	O	O
adversus	O	O
Mendacium	O	O
&amp;	O	O
"Obtrectationem
"	O	O
utilis	O	O
admonitio,	O	O
Justa	O	O
"Querela.
"	O	O
—	O	O
"
"	O	O
Haguenau	B-LOC	B-PER
"
"	O	O
,	O	O
"
"	O	O
Jean	B-PER	B-PER
Secer	I-PER	I-PER
Jean	B-PER	I-PER
Secer	I-PER	I-PER
"
"	O	O
",
"	O	O
février	B-DATE	O
1531	I-DATE	B-DATE
,	O	O
"in-80.
"	O	O
"
"	O	O
Walter,	O	O
n°	O	O
1155;	O	O
Burg,	O	O
n°	O	O
"166.
"	O	O
"1558
"	O	O
"
"	O	O
"
"	O	O
"
"	O	O
EPPENDORF,	B-PER	O
Henricus	I-PER	B-PER
EPPENDORF	O	I-PER
,	O	O
Henricus	I-PER	B-PER
.	O	O
Voir	O	O
aussi	O	B-PER
:	O	O
AccOLTI,	B-PER	O
Benedetto	I-PER	O
AccOLTI	O	O
,	O	O
Benedetto	I-PER	O
"
"	O	O
n°	O	O
733;	O	O
PLUTARCHUS	B-PER	O
,	O	O
nos	O	O
2959,	O	O
2960,	O	O
2957;	O	O
"FLORUS,
"	B-PER	O
L.	I-PER	B-DATE
A.	I-PER	O
"FLORUS,
"	B-PER	O
L.	I-PER	B-DATE
A.	I-PER	O
n°	O	O
1740;	O	O
RITTER,	O	O
Rép,	O	O
nos	O	O
"703-704.
"	O	O
"
"	O	O
ERASMUS,	B-PER	O
Alberus	I-PER	B-PER
ERASMUS	O	I-PER
,	O	O
Alberus	I-PER	B-PER
.	O	O
Voir:	O	O
ALBERUS,	B-PER	O
Erasmus	I-PER	B-PER
ALBERUS	O	I-PER
,	O	O
Erasmus	I-PER	B-PER
.	O	O
"
"	O	O
"
"	O	O
"
"	O	O
ERASMUS,	B-PER	O
Roterodamus	I-PER	B-PER
"
"	O	O
(Annotationes)	O	O
:	O	O
in	O	O
Leges	O	O
"Pontificias
"	O	O
et	O	O
Caesareas.	O	O
De	O	O
Haereticis.	O	O
Epistolae	O	O
aliquot	O	O
"Gerardi
"	B-PER	O
Noviomagi	I-PER	O
"Gerardi
"	B-PER	O
Noviomagi	I-PER	O
.	O	O
De	O	O
re	O	O
Evangelica	O	O
&amp;	O	O
Haereticorum	O	O
"poenis.
"	O	O
Ad	O	O
Carolum	B-PER	O
Quintum	I-PER	O
.	O	O
Ad	O	O
Germanorum	O	O
Principes,	O	O
"in
"	O	O
conventu	O	O
Spirens.	O	O
Ad	O	O
Carolum	B-PER	O
Gelriorum	I-PER	O
Ducem	I-PER	O
Carolum	B-PER	O
Gelriorum	I-PER	O
Ducem	I-PER	O
.	O	O
"Ad
"	O	O
Philippum	B-PER	O
Hessorum	I-PER	O
Principem	I-PER	O
Philippum	B-PER	O
Hessorum	I-PER	O
Principem	I-PER	O
".
"	O	O
—	O	O
"
"	O	O
Strasbourg	B-LOC	B-LOC
"
"	O	O
,	O	O
"Christian
Egenolph"	B-PER	O
Christian	O	B-PER
"
"	O	O
Egenolph	O	O
1529	B-DATE	B-DATE
,	O	O
"in-8°.
"	O	O
"
"	O	O
Van	O	B-PER
der	O	O
Haeghen	O	B-PER
II	O	B-DATE
p.	O	O
31	O	O
et	O	O
suiv.	O	O
:	O	O
Berne	B-LOC	B-PER
,	O	O
Bologne	B-LOC	O
,	O	O
Breslau	B-LOC	B-PER
",
"	O	O
Copenhague	B-LOC	B-PER
,	O	O
Dresde	B-LOC	O
,	O	O
Paris	B-LOC	B-PER
,	O	O
etc.;	O	O
Benzing:	O	O
Egenolff,	O	O
n°	O	O
"9.
"	O	O
"1559
"	O	O
"
"	O	O
"
"	O	O
"
"	O	O
ERASMUS	O	B-PER
:	O	O
Antibarbara	O	O
.	O	O
—	O	O
Strasbourg	B-LOC	B-LOC
,	O	O
Math.	B-PER	B-PER
Schürer	I-PER	I-PER
Math.	B-PER	I-PER
Schürer	I-PER	I-PER
"
"	O	O
"vers
"	I-DATE	O
"1518
"	I-DATE	O
"
"	O	O
"vers
"	I-DATE	O
1518	I-DATE	B-DATE
"
"	O	O
,	O	O
"in-80.
"	O	O
"
"	O	O
Rest	O	B-PER
:	O	O
Erasmus	I-PER	B-PER
p.	O	O
47	O	O
:	O	O
B	O	O
U	O	O
Fribourg-en-Br.	B-LOC	O
"
"	O	O
"1559a
"	O	O
"
"	O	O
"
"	O	O
"
"	O	O
ERASMUS	O	B-PER
(	O	O
Antibarbara	O	O
)	O	O
:	O	O
(Idem).	O	O
—	O	O
Strasbourg	B-LOC	B-LOC
,	O	O
"
"	O	O
"Jean
Knobloch"	B-PER	O
Jean	B-PER	B-PER
"
"	O	O
Knobloch	O	B-PER
"
"	O	O
,	O	O
juillet	B-DATE	O
1527	I-DATE	B-DATE
,	O	O
"in-80.
"	O	O
"
"	O	O
Van	O	B-PER
der	O	O
Haeghen	O	B-PER
II,	O	O
79	O	O
:	O	O
Erlangen,	O	O
Madrid	B-LOC	O
,	O	O
Vesoul	B-LOC	O
.	O	O
"(Ritter,
"	O	O
Rép,	O	O
n°	O	O
741	O	O
:	O	O
Knobloch	O	B-PER
1520,	O	O
Knobloch	O	B-PER
1521	O	B-DATE
(Rép.	O	O
"750),
"	O	O
Knobloch	O	B-PER
1522	O	B-DATE
(Rép.	O	O
"756)).
"	O	O
"1560
"	O	O
"
"	O	O
"152
"	O	O
"
"	O	O
"
"	O	O
"
"	O	O
Reuchlin	B-PER	B-PER
ex	O	O
urbe	O	O
Roma	B-LOC	O
allata,	O	O
idque	O	O
paucis	O	O
ab	O	O
"hinc
"	O	O
diebus.	O	O
—	O	O
(	O	O
"
"	O	O
Haguenau	B-LOC	B-PER
"
"	O	O
"
"	O	O
Thomas	B-PER	B-PER
Anshelm	I-PER	I-PER
Thomas	B-PER	I-PER
Anshelm	I-PER	I-PER
",
"	O	O
après	B-DATE	O
"mai
"	I-DATE	O
1518	I-DATE	B-DATE
après	B-DATE	O
"mai
"	I-DATE	O
),	O	O
"in-4°.
"	O	O
"
"	O	O
Panzer	O	B-PER
VII	O	I-PER
422.112;	O	O
Neufforge	O	O
p.	O	O
376,	O	O
Benzing	O	B-PER
:	O	O
"Hutten,
"	O	O
n°	O	O
61:	O	O
B	O	O
N	O	O
Strasbourg	B-LOC	B-LOC
(oublié	O	O
au	O	O
Rép.),	O	O
B	O	O
N	O	O
Vienne	B-LOC	B-PER
,	O	O
"Steinfeld
"	O	O
"(Schlüchtern).
"	O	O
"1557a
"	O	O
"
"	O	O
"
"	O	O
EPPENDORF,	B-PER	O
Henricus	I-PER	B-PER
EPPENDORF	O	I-PER
,	O	O
Henricus	I-PER	B-PER
:	O	O
"
"	O	O
Ad	O	O
D.	B-PER	O
Erasmi	I-PER	O
Roterodami	I-PER	O
"libellum,
"	O	O
cui	O	O
titulus,	O	O
adversus	O	O
Mendacium	O	O
&amp;	O	O
"Obtrectationem
"	O	O
utilis	O	O
admonitio,	O	O
Justa	O	O
"Querela.
"	O	O
—	O	O
"
"	O	O
Haguenau	B-LOC	B-PER
"
"	O	O
,	O	O
"
"	O	O
Jean	B-PER	B-PER
Secer	I-PER	I-PER
Jean	B-PER	I-PER
Secer	I-PER	I-PER
"
"	O	O
",
"	O	O
février	B-DATE	O
1531	I-DATE	B-DATE
,	O	O
"in-80.
"	O	O
"
"	O	O
Walter,	O	O
n°	O	O
1155;	O	O
Burg,	O	O
n°	O	O
"166.
"	O	O
"1558
"	O	O
"
"	O	O
"
"	O	O
EPPENDORF,	B-PER	O
Henricus	I-PER	B-PER
EPPENDORF	O	I-PER
,	O	O
Henricus	I-PER	B-PER
.	O	O
Voir	O	O
aussi	O	B-PER
:	O	O
AccOLTI,	B-PER	O
Benedetto	I-PER	O
AccOLTI	O	O
,	O	O
Benedetto	I-PER	O
"
"	O	O
n°	O	O
733;	O	O
PLUTARCHUS	B-PER	O
,	O	O
nos	O	O
2959,	O	O
2960,	O	O
2957;	O	O
"FLORUS,
"	B-PER	O
L.	I-PER	B-DATE
A.	I-PER	O
"FLORUS,
"	B-PER	O
L.	I-PER	B-DATE
A.	I-PER	O
n°	O	O
1740;	O	O
RITTER,	O	O
Rép,	O	O
nos	O	O
"703-704.
"	O	O
ERASMUS,	B-PER	O
Alberus	I-PER	B-PER
,	O	O
Alberus	I-PER	B-PER
.	O	O
Voir:	O	O
ALBERUS,	B-PER	O
Erasmus	I-PER	B-PER
ALBERUS	O	I-PER
,	O	O
.	O	O
"
"	O	O
"
"	O	O
ERASMUS,	B-PER	O
Roterodamus	I-PER	B-PER
"
"	O	O
(Annotationes)	O	O
:	O	O
in	O	O
Leges	O	O
"Pontificias
"	O	O
et	O	O
Caesareas.	O	O
De	O	O
Haereticis.	O	O
Epistolae	O	O
aliquot	O	O
"Gerardi
"	B-PER	O
Noviomagi	I-PER	O
"Gerardi
"	B-PER	O
Noviomagi	I-PER	O
.	O	O
De	O	O
re	O	O
Evangelica	O	O
&amp;	O	O
Haereticorum	O	O
"poenis.
"	O	O
Ad	O	O
Carolum	B-PER	O
Quintum	I-PER	O
.	O	O
Ad	O	O
Germanorum	O	O
Principes,	O	O
"in
"	O	O
conventu	O	O
